COUNTRY_CODE|ITEM_MANUF_BRAND_CODE|ITEM_MANUF_BRAND_NAME|ACTIVE_FLAG|RefDataId|LoadDatetime|LastUpdatedDatetime
GBR|CANO|CANON|Y|21816|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ATOM|ATOM|Y|21453|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|AVI|AVI|Y|21556|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BINA|BINATONE|Y|21658|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BLIZ|BLIZZARD|Y|21682|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|COMT|COMMTEL|Y|21960|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BEOV|BEOVISION|Y|21640|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BJV|BJV|Y|21664|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BLUE|BLUE STAR|Y|21688|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BOOS|BOOSTER VEHICLES|Y|21712|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DEFI|DEFINITION|Y|23088|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CAMJ|CAMERA JUNGLE|N|209980|2019-06-04 19:08:14.328017|2023-01-18 19:13:33.000000
ESP|AMAZ|AMAZON|Y|210040|2019-10-21 19:02:49.820507|2023-01-18 19:13:33.000000
DEU|CORS|CORSAIR|Y|210064|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
GBR|CAVL|CARVELL|Y|21850|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BRUN|BRUNO|Y|21772|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CAL|CALOR|Y|21796|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ALPI|ALPINE|Y|20989|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CITI|CITIZEN|Y|21910|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ATLA|ATLAS|Y|21451|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|COMP|COMPUADD|Y|21958|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CENT|CENTON|Y|21868|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CORD|CORDON BLEU|Y|21994|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BAUS|BAUSCH/LOMB|Y|21602|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CROC|CROCKPOT|Y|23026|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BEON|BEON|Y|21638|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DAKS|DAKS|Y|23062|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|COOM|COOMBER|Y|21976|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|COPP|COPPERFLAME|Y|21988|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DESK|DESKJET|Y|23110|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CREL|CREATIVELABS|Y|23020|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DIRT|DIRT DEVIL|Y|23146|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BROK|BROCKSONIC|Y|21758|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BLUS|BLUE SPOT|Y|21690|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BOOT|BOOTS OWN BRAND|Y|21714|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DEK|DEK|Y|23092|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BUSN|BUSHNELL|Y|21782|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ELDY|ELECTRA (CANDY)|Y|23254|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BROS|BROSELEY FIRES|Y|21762|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ELMO|ELMO|Y|23280|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BUYB|BUYBYTES|Y|21786|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ENHL|EINHELL|Y|23316|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ENGZ|ENEGIZER|Y|23314|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CARV|CARVER|Y|21834|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CATH|CATHAY|Y|21846|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|EURS|EUROSAT|Y|23376|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|EVOL|EVOTEL|N|23388|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
DEU|VORW|VORWERK|Y|210069|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|M9|MOBIL09 POWERD BY EASYTEL|Y|210075|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|RITT|RITTER|Y|210081|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
GBR|CLRK|CLARKE GROUP|Y|21926|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FALC|FALCON|Y|23410|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CICA|COOL I-CAM|Y|21906|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FLIP|FLIP|Y|23458|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FOUN|FOUNTAIN HIGHMEAD|Y|23482|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|COME|COMET|Y|21954|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CREE|CREEK|Y|23018|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ENER|ENERGY LOUDSPEAKERS|Y|23308|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GALV|GALVAMET|Y|23653|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BIG|BIG BROTHER|Y|21656|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BLA|BLACK PRINCE|Y|21668|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|EURL|EUROCAL|Y|23368|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BODY|BODY SOFT|Y|21704|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DIAM|DIAMOND|Y|23126|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|BUDE|BUDERUS|Y|21776|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DAEW|DAEWOO|Y|23058|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DISH|DISKXPRESS|Y|23150|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FIND|FINLANDIA|Y|23428|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HAFL|HAFLER|Y|23773|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DGM|DGM|Y|23118|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CENX|CENTREX|Y|21872|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ECKM|ECKMAN|Y|23222|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FRID|FRIGIDAIRE|Y|23500|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HELL|HELLO KITTY|Y|23845|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|COAL|COALRIDGE|Y|21932|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DYSO|DYSON|Y|23202|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ELU|ELU|Y|23294|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GEMX|GEM|Y|23683|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ENI|ENI|Y|23318|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|EPOQ|EPOQUE|Y|23330|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ELIT|ELITE|Y|23274|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|CUIS|CUISINA|Y|23036|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HUTC|HUTCHINSON TELECOM|Y|24507|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
DEU|ORAN|ORANIER|Y|210085|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|APLC|AMPLICOMMS|Y|210091|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|ECM|ECM|Y|210097|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
GBR|IBMC|IBM COMPATIBLE|I|24519|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FARF|FARFISA|Y|23414|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ICR|ICR|Y|24543|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|IMI|IMI|Y|24555|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HAMI|HAMILTON|Y|23791|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|DIPL|DIPLOMAT|Y|23144|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ISE|IN-SINK-ERATOR|Y|24603|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HBDI|HB DISC JET|Y|23827|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|JENN|JENN-AIR|Y|24639|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FUNU|FUNU|Y|23633|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|E80|ELITE 80|Y|23204|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KAM|KAM|Y|25050|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GLEN|GLEN ELECTRIC|Y|23715|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GENU|GENUS|Y|23693|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GREA|GREAT WALL|Y|23751|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ELEU|ELECTRIC MOBILITY|Y|23264|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GOSS|GOSSEN|Y|23741|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GREE|GREENKAT|Y|23753|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ENGS|ENERGISER|Y|23312|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HAYD|HAYDE|Y|23823|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GALE|GALE|Y|23649|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HARW|HARWOOD|Y|23813|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|EURO|EUROTECH|Y|23372|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HEAT|HEATRAE SADIA|Y|23837|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HITI|HITARI|Y|23895|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|FIRS|FIRST SENIOR|Y|23444|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HONE|HONEYMINK|Y|23919|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HOZE|HOZELOCK|Y|24473|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HOOV|HOOVER|Y|23923|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HYDE|HAYDEN LABS|Y|24509|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HUEB|HUEBSCH|Y|24489|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|GHD|GHD|Y|23699|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HUNT|HUNTLEIGH MOBILITY|Y|24499|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
DEU|PETE|PETER JÄCKEL|Y|210101|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|FLEX|FLEXTRON|Y|210107|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|SKAN|SKANDILUXE|Y|210113|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
GBR|GRAN|GRANDA|Y|23747|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ICET|ICETECH|Y|24535|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MAGI|MAGI MIX|Y|25290|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|INGA|INGERSOLL|Y|24571|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HAV|HARVEY HARBRIDGE|Y|23819|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|INKL|INKLE|Y|24573|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|JCA|JCA|Y|24631|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HITA|HITACHI|Y|23891|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|JOTA|JOTAL|Y|25030|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|JESS|JESSOPS|Y|24645|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HTC|HTC|Y|24481|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|JURA|JURA|Y|25044|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|HIKO|HIKONA|Y|23877|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KIRB|KIRBY|Y|25102|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KATE|KATELL|Y|25056|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|INDI|INDIGO|Y|24565|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KUPP|KUPPERSBUSCH|Y|25150|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LACA|LACANCHE|Y|25162|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|IWOR|IWORK|Y|24613|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LEIC|LEICA|Y|25198|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|JENA|JENAFLEX|Y|24637|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LACR|LACROIX|Y|25164|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|INDE|INDESIT|Y|24563|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LEIS|LEISURE|Y|25200|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LEVI|LEVIN|Y|25212|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|IWNT|IWANTIT|Y|24611|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KELC|KELCO|Y|25064|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MACK|MACKENSIL|Y|25282|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|JRC|JRC|Y|25034|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KENM|KENMARK|Y|25076|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MAPW|MARCO PIERRE WHITE|Y|25318|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MITS|MITSUBISHI|Y|25482|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MOFS|MINISTRY OF SOUND|Y|25506|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
DEU|CORT|CORTINA|Y|210116|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|MACR|MACROTRON|Y|210122|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|EBEU|ELLE BY BEURER|Y|210128|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
GBR|MARA|MARANTZ|Y|25320|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KIOT|KIOTO|Y|25100|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MATR|MATRIX|Y|25344|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KOSS|KOSSET|Y|25136|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MEGA|MEGASAT|Y|25380|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LANC|LANCASTER CARPETS|Y|25172|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MFFC|MOFFAC|Y|25414|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MICR|MICROMEGA|Y|25428|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NUMA|NUMATIC INTNL. LTD|Y|25701|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LOEW|LOEWE|Y|25244|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|KYOC|KYOCERA|Y|25156|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MIVI|MICROVITEC|Y|25488|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LEC|LEC|Y|25192|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MONO|MONO|Y|25512|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ORIO|ORION|Y|25942|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|OSB|OSB|Y|25954|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MTV|MTV|Y|25563|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LIES|LIESEGANG|Y|25228|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MAXF|MAX FACTOR|Y|25352|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NECC|NECCI|Y|25611|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PEAC|PEACOCK|Y|26026|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MOTG|MONTAGE|Y|25534|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|METZ|METZ|Y|25406|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MICH|MICHELL|Y|25424|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MIC|MICROMART|Y|25418|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MIO|MICO|Y|25460|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|LUXA|LUXAIR|Y|25264|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PRFI|PRO-FITNESS|Y|26122|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PRNT|PRONTO TEC|Y|26134|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|OLYM|OLYMPUS|Y|25900|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NIKR|NIKKOR|Y|25657|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|QACO|Q-ACOUSTICS|Y|27298|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ORTI|ORTIFON|Y|25948|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
DEU|SEPP|SEPPELFRICKE|Y|210131|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|T-HO|T-HOME|Y|210137|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|ELIT|ELITE|Y|210143|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
GBR|OVAT|OVATION|Y|25972|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|RATH|RATHDOWN|Y|27346|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|OHM|OHM|Y|25729|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NEVA|NEVADA SUPER 2|Y|25631|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NAKA|NAKAMICHI|Y|25589|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PERF|PERFORMANCE POWER|Y|26044|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PHOE|PHOENIX|Y|26056|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NORF|NORFROST|Y|25679|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|OTSE|OTSEIN|Y|25970|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MATT|MATTAI|Y|25348|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|RYOB|RYOBI|Y|27995|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|SAMP|SAMPOTECH|Y|28019|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PROF|PROFI|Y|26140|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PERD|PERDIO|Y|26042|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ORAN|ORANGE|Y|25932|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ORLA|ORLA|Y|25944|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|QUIC|QUICKSILVER|Y|27316|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MISE|MISERMATIC|Y|25468|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PREC|PRECISION 90|Y|26114|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PARK|PARKINSON COWAN|Y|26004|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PATH|PATH|Y|26016|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PEAR|PEARL|Y|26028|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MOUL|MOULINEX|Y|25540|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|MRCY|MARCY|Y|25555|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ROKS|ROKSAN|Y|27473|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PORL|PORTLAND|Y|26088|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|SOLI|SOLITAIRE|Y|28443|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NEFF|NEFF|Y|25615|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|SPEE|SPEED QUEEN|Y|28479|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|SANE|SANGEAN|Y|28025|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|PURE|PURE|Y|26238|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|ROBO|ROBO CHEF|Y|27459|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|NOOK|NOOK|Y|25675|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
DEU|GIGS|GIGASET|Y|210147|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|WAHL|WAHL|Y|210153|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
DEU|TEKA|TEKA|Y|210159|2019-12-02 19:03:04.402293|2023-01-18 19:13:33.000000
GBR|ROTA|ROTARY|Y|27495|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|SEL|SERVO SELECT|Y|28109|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|SER|SERVOWARM|Y|28121|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|SAMT|SAMTRON|Y|28023|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
GBR|TASO|TASCO|Y|28623|2018-02-28 16:43:34.000000|2023-01-18 19:13:33.000000
