COUNTRY_CODE|CONTRACT_MASTER_COVER_CODE|CONTRACT_COVER_CODES|CONTRACT_COVER_EXCLUSION_CODES|CONTRACT_CLAIM_DESIGNATION_CODES|ACTIVE_FLAG|RefDataId|LoadDatetime|LastUpdatedDatetime
FRA|C|C|A B D E F|57|Y|200250|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|T|D|A B C E F|6|Y|200256|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|X|B C H|A I|567|Y|200262|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|K|A B|C D E F|1457|Y|200268|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|3|ABC|.|3|Y|200274|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|9|SEE MASTER POLICY|.|147|Y|200280|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|Q|B|A|1|Y|200286|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|R|A F|B C D E|3|Y|200292|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|3|A|,|9|Y|200298|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|V|B D F|A C E|567|Y|200304|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|@|A B|.|124579|Y|200310|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|8|A|B C|3|Y|200316|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|W|A C|B|1467|Y|200322|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|I|1 2|3 4 5 6 7 8 9 10 11|1|Y|200329|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|B|A|B C|13479C|Y|200334|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|I|A C D F|B|1257C|Y|200340|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|T|C|A B|6|Y|200346|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|0|F|A B C D E|1 3 7|Y|200352|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|6|B|A C D E F|5|Y|200358|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|J|A C|B|467|Y|200364|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|G|A|B C D E F|479|Y|200370|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|{|A B C D||1 2 5 7|Y|200376|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|Y|C|A B|367|Y|200382|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|4|A C|B D E F|1 7|Y|200388|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|Y|D F|A B C E|367|Y|200394|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|N|C F|A B D E|578|Y|200400|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|G|A C D|B E F|1257C|Y|200406|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|X|D E F|A B C|367|Y|200412|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|E|A B C D E F||12456789|Y|200418|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|(|A B|. 1|15|Y|200005|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|V|A D|B C E|3|Y|200011|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|F|A B C D F|E|12456789|Y|200017|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|9|SEE MASTER POLICY|.|147|Y|200023|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|5|A B C|.|3|Y|200029|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|?|1 2 3 4 5 6 8 101213|7|1|Y|200035|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|O|C|A B D E F|57C|Y|200041|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|S|A B F|C D E|3|Y|200047|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|M|A E F|B C D|167|Y|200053|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|Z|*|*|3|Y|200059|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|Y|B C G H|A D E F|5679|Y|200066|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|1|A|B C|3|Y|200072|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|A|A B M||1245789|Y|200079|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|W|A B D|C E|3|Y|200083|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|I|A B C D F|E|245678|Y|200089|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|||A B|-|1457|Y|200095|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|(|A C D|B E F|1572C|Y|200101|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|S|A B F|C D E|3|Y|200107|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|&|A D|B C|38|Y|200113|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|(|A B|.|15|Y|200119|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|&|A D|B C|38|Y|200125|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|5|A B C|.|3|Y|200131|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|Z|*|*|3|Y|200137|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|Y|D F|A B C E|367|Y|200144|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|R|A F|B C D E|3|Y|200149|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|L|A E|B C D F|1347|Y|200155|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|(|A B C|D|1572|Y|200161|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|E|A C D F|B E|12578C|Y|200167|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|ö|.||.|Y|200174|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|D|A B C|D E F|14567C|Y|200170|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|R|A F|B C D E|3|Y|200186|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|M|A B C H I|D E F G|15679A|Y|200192|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|R|A F|B C D E|3|Y|200198|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|O|B C H I|A D E F|5679A|Y|200203|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|K|A C D|B E F|1257C|Y|200209|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|å|1 2 3 4 5 6 8 9 10|7 11|1|Y|200215|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|7|A B|.|3|Y|200221|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|W|A C D E F|B|1467|Y|200227|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|V|B C|A|567|Y|200233|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|Q|B|A|1 5 7|Y|200239|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|)|A|B 1|15|Y|200245|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|G|-|A B C D E F|-|Y|200251|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|6|1 2 3 4 5 7 8 10 11|6 9|1|Y|200257|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|O|NO COVER|A B C|3|Y|200263|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|Ö|A B|.|12578|Y|200269|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|S|A B F|C D E|3|Y|200275|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|1|A|B C|3|Y|200281|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|7|A B C D K|.|3|Y|200287|2021-04-29 18:32:43.807913|2022-01-27 19:08:11.434030
ITA|W|A C D E F|B|1467|Y|200293|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|8|A|B C|3|Y|200299|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|G|A|B C D E F|479|Y|200305|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|K|B C H I|A D E F G|5679|Y|200311|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|(|A B C|D|1572|Y|200317|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|D|A C|B|14679C|Y|200323|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|Z|C D G H|A B E F|257C|Y|200330|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|1|A|B C|3|Y|200335|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|A|A|B C D E F|17C|Y|200341|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|Q|B|A|1|Y|200347|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|H|A C D|B E F|1257|Y|200353|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|9|A|.|147|Y|200359|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|*|A B||2457C|Y|200365|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|K|A B|C D E F|1457|Y|200371|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|{|1 2 3 4 5 6 7 8 9 10|11|1|Y|200377|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|D|A D F|B C E|14679C|Y|200383|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|D|A C|B|14679C|Y|200389|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|M|B C G H|A D F|2789|Y|200395|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|K|A B C G H|D F|15789|Y|200401|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|M|C D F|A B E|2578C|Y|200407|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|P|A B C||1572C|Y|200413|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|T|C D|A B E F|257|Y|200420|2021-08-10 19:09:26.847841|2021-08-10 19:09:26.847841
POL|7|A B|.|3|Y|200002|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|U|B C|A|25678|Y|200008|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|7|1 2 3 4 5 7 8 10 11|6 9|1|Y|200014|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|C|A C|B D E F|157C|Y|200020|2021-04-29 18:32:43.807913|2022-03-02 19:09:05.629468
POL|C|A B|D E F|1245789|Y|200026|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|4|A C|B D E F|1 7|Y|200032|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|9|SEE MASTER POLICY|.|147|Y|200038|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|L|A B D F|C E|14567|Y|200044|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|#|A B C|.|14567|Y|200050|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|N|D F|A B C E|6|Y|200056|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|L|A B D F|C E|14567|Y|200062|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|J|A D F|B C E|4679|Y|200069|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|8|A B L T||124579|Y|200075|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|?|1 2 3 4 5 6 8 101213|7|1|Y|200080|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|5|A B C|.|3|Y|200086|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|Q|B|A|1|Y|200092|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|M|1 2 3 4 5 8 10 11|6 7 9|1|Y|200098|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|Q|B|A|1|Y|200104|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
AUT|8|A|B C|3|Y|200110|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|V|A B C H I||15679|Y|200116|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|A|B|.|23578|Y|200122|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|/|1 2 3 4 5 8 12|6 7 10 13|1|Y|200128|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|X|A B C G H|D E F|15679|Y|200134|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|/|1 2 3 4 5 8 12|6 7 10 13|1|Y|200140|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|C|A B|C|1245789|Y|200146|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|M|A E F|B C D|167|Y|200152|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|[|1 2 3 4 5 6|7|1|Y|200158|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
BEL|G|A C|B D E F|157|Y|200164|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|J|C|A B D E F|57C|Y|200171|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|¢|A|.|4|Y|200177|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
FRA|B|A|B C D E F|17|Y|200183|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|M|1 2 3 4 5 8 10 11|6 7 9|1|Y|200189|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|I|1 2|3 4 5 6 7 8 9 10 11|1|Y|200195|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|)|A B C D||1572C|Y|200200|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|J|G|A B C D E F|S|Y|200206|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|F|D A|A B C E F|27|Y|200212|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|7|1 2 3 4 5 7 8 10 11|6 9|1|Y|200218|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|R|123 4 5 6 8 9 10 11|7|1|Y|200224|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|G|A|B C|13479|Y|200230|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|A|A|B C D E F|17C|Y|200236|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|1|A|B C|3|Y|200242|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|+|A B C D|.|38|Y|200248|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|K|C|A B D E F|57C|Y|200254|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|É|B C D|A|3|Y|200260|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
NLD|P|A|B|5|Y|200266|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
POL|O|-|A B C D E F|-|Y|200272|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|P|A|B|5|Y|200278|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|H|A B|C|24578|Y|200284|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|X|D E F|A B C|367|Y|200290|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|E|A C D F|B E|12578|Y|200296|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|J|A C|B|467|Y|200302|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
PRT|V|A C D G H|B E F|1257C|Y|200308|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|!|A B|-|1457|Y|200314|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|T|D|A B C E F|6|Y|200320|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|C|A E|B C D F|1347C|Y|200326|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|E|A B C D|E F|124567C|Y|200332|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ESP|)|A B C D||1572C|Y|200338|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
FRA|Q|C D|A B E F|257|Y|200344|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
IRL|4|A C|B|3|Y|200350|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
FRA|K|A C|B D E F|157|Y|200356|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|+|A B C D|.|38|Y|200362|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
FRA|D|A C D|B E F|1257|Y|200368|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|6|B|A C|5|Y|200374|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|N|C|A B|6|Y|200380|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
DEU|H|A|B C D E F|147C|Y|200386|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|€|1 2 7|3 4 5 6|1|Y|200392|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
ITA|D|A D F|B C E|14679C|Y|200398|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
GBR|¢|A B C D E|.|4 3|Y|200404|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
BEL|D|A B C G H|D E F|15679|Y|200410|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
SWE|%|1 2|3 4 5 6 7|1|Y|200416|2021-04-29 18:32:43.807913|2021-04-29 18:32:43.807913
