COUNTRY_CODE|COMPANY_CODE|SCHEME_CODE|CLIENT_GROUP_ID|CLIENT_ACCOUNT_ID|PULSE_ID|CM_SOURCE_ID|SCHEME_NAME|SCHEME_CATEGORY_CODE|CLIENT_GROUP_DESC|CLIENT_ACCOUNT_DESC|ACTIVE_FLAG|RefDataId|LoadDatetime|LastUpdatedDatetime
GBR|A|2GH|48|209|42|16|SKY REPAIR PLAN|14MT|SKY|SKY|Y|146|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
ESP|D|CO7|14|37|25|10|RENOVACIóN CCE GAMA MARRóN|OUTB|MEDIAMARKT|MEDIAMARKT|Y|223975|2019-03-28 19:11:02.692298|2022-06-22 19:04:54.323225
GBR|A|2FY|48|209|1|16|SKY REPAIR PLAN|11|SKY|SKY|Y|137|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2GS|48|209|29|16|SKY REPAIR PLAN|FTB|SKY|SKY|Y|155|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2HB|48|211|31|16|SKY+ REPAIR PLAN|SAM|SKY|SKY+|Y|164|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2GA|48|209|49|16|SKY REPAIR PLAN|4MTH|SKY|SKY|Y|139|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2GU|48|375|21|16|SKY+ REPAIR PLAN|ITB|SKY|SKY+|Y|157|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2HP|48|211|15|16|SKY REPAIR PLAN|FOAM|SKY|SKY+|Y|175|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2JF|48|211|50|16|SKY PROTECT|18TH|SKY|SKY+|Y|193|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2JZ|48|211|49|16|SKY PROTECT|4MTH|SKY|SKY+|Y|211|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2KT|48|300|31|16|SKY HD REPAIR PLAN|SKYH|SKY|SKY HD|Y|229|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2LM|48|300|35|16|SKY PROTECT|TAM|SKY|SKY HD|Y|247|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2MG|48|211|20|16|SKY REPAIR PLAN|INPR|SKY|SKY+|Y|265|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2NB|8|148|36|33|NEFF SERVICE PLAN|30|BOSCH GROUP|NEFF|Y|283|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2PG|10|96|26|43|HI-SPEK NON-DOMESTIC PROTECTION PLAN|POS|CIH/D&G/OTHER INDES|HI-SPEK|Y|310|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2QF|33|57|28|15|ELECTROLUX SERVICE PLAN|FTB|ELECTROLUX GROUP|ELECTROLUX MULTI-BRAND|Y|328|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2JG|48|211|1|16|SKY REPAIR PLAN|11|SKY|SKY+|Y|194|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2QC|16|56|1|20|ELECTROLUX FLOORCARE SERVICE PLAN|DEAD|ELECTROLUX FLOORCARE|ELECTROLUX FLOORCARE|Y|325|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2QX|53|126|54|7|KITCHENCARE|QUOT|TELEPHONES SALES|KITCHENCARE|Y|343|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2SU|34|325|1|27|AMICA REPAIR PROTECTION PLAN|11|MANUFACTURER (OTHER)|AMICA|Y|379|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2UJ|33|55|36|33|ELECTROLUX SERVICE PLAN|30|ELECTROLUX GROUP|ELECTROLUX|Y|415|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2VW|8|148|54|33|NEFF KITCHEN PLAN|QUOT|BOSCH GROUP|NEFF|Y|451|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2XK|33|254|36|33|ZANUSSI SERVICE PLAN|30|ELECTROLUX GROUP|ZANUSSI|Y|481|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2YF|26|101|1|23|HOOVER SERVICE PLAN|11|HOOVER CANDY GROUP|HOOVER|Y|499|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2ZA|26|34|3|20|CANDY EXTENDED SERVICE PLAN|30|HOOVER CANDY GROUP|CANDY|Y|517|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
FRA|D|500|2|9|21|6|PACK CANDY PROTECT|ITB|CANDY HOOVER GROUP|CANDY|Y|223473|2019-03-28 19:11:02.692298|2019-03-28 19:11:02.692298
GBR|D|W41|61|320|24|42|INSURANCE PLAN|QUOT|DRL|AO.COM|Y|225166|2019-05-16 19:10:35.590286|2022-06-23 19:04:22.427092
GBR|A|2GQ|48|373|22|16|SKY HOME ENTERTAINMENT PLAN|KITC|SKY|SKY|Y|153|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2HJ|48|211|24|16|SKY PLUS REPAIR PLAN|QUOT|SKY|SKY+|Y|171|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3BT|32|128|23|32|LG ELECTRONICS EXTENDED PROTECTION PLAN|MOG|LG ELECTRONICS|LG ELECTRONICS|Y|577|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3CM|25|328|1|27|BIASI REPAIR PROTECTION PLAN|11|HEATING (OTHER)|BIASI UK|Y|594|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2LN|48|300|9|16|SKY REPAIR PLAN|SKYH|SKY|SKY HD|Y|248|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2NC|8|148|3|27|NEFF SERVICE PLAN|30|BOSCH GROUP|NEFF|Y|284|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2PQ|6|19|48|27|BAXI REPAIR PROTECTION PLAN|ELCR|BAXI GROUP|BAXI|Y|320|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2RM|33|146|38|27|MOFFATT SERVICE PLAN|TICK|ELECTROLUX GROUP|MOFFAT|Y|356|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2TJ|33|1|36|33|AEG SERVICE PLAN|30|ELECTROLUX GROUP|AEG|Y|392|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2UX|33|55|9|27|ELECTROLUX SERVICE PLAN|ALAR|ELECTROLUX GROUP|ELECTROLUX|Y|428|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2WL|33|237|27|33|TRICITY BENDIX SERVICE PLAN|PWOQ|ELECTROLUX GROUP|TRICITY BENDIX / ONYX|Y|464|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2YG|26|101|22|23|HOOVER KITCHENPLAN|KITC|HOOVER CANDY GROUP|HOOVER|Y|500|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2ZV|26|34|14|21|CANDY ANNUAL SERVICE PLAN|FAM|HOOVER CANDY GROUP|CANDY|Y|536|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2HT|48|211|50|16|SKY PROTECT|18TH|SKY|SKY+|Y|179|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2JK|48|211|31|16|SKY PROTECT|SAM|SKY|SKY+|Y|197|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3CW|23|23|20|24|BELLING REPAIR PROTECTION PLAN|QUOT|GLEN DIMPLEX GROUP|BELLING|Y|601|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2KX|48|300|24|16|SKY REPAIR PLAN|QUOT|SKY|SKY HD|Y|233|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2LR|48|300|42|16|SKY REPAIR PLAN|14MT|SKY|SKY HD|Y|251|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2MM|23|220|20|24|STOVES REPAIR PROTECTION PLAN|INPR|GLEN DIMPLEX GROUP|STOVES|Y|269|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2NF|8|148|35|27|NEFF SERVICE PLAN|TAM|BOSCH GROUP|NEFF|Y|287|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2PB|8|207|28|31|SIEMENS SERVICE PLAN|MOG|BOSCH GROUP|SIEMENS|Y|305|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2QA|53|52|48|37|REPAIR PROTECTION PLAN|ELCR|TELEPHONES SALES|DIRECT SALES|Y|323|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
ESP|D|2G3|14|37|26|10|B2B PROTECCIÓN GAMA BLANCA|POS|MEDIAMARKT|MEDIAMARKT|Y|224993|2019-04-15 19:10:44.375777|2022-06-22 19:04:54.323225
GBR|A|3JP|23|284|48|27|GLEN DIMPLEX GROUP SERVICE PLAN|ELCR|GLEN DIMPLEX GROUP|GLEN DIMPLEX GROUP|Y|721|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2SD|8|207|9|27|SIEMENS SERVICE PLAN|ALAR|BOSCH GROUP|SIEMENS|Y|364|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2SX|46|203|25|21|SERVIS REPAIR PROTECTION PLAN|OUTB|SERVIS|SERVIS|Y|382|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2QG|33|1|28|18|AEG SERVICE PLAN|RENM|ELECTROLUX GROUP|AEG|Y|329|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2RB|33|237|38|27|TRICITY BENDIX SERVICE PLAN|TICK|ELECTROLUX GROUP|TRICITY BENDIX / ONYX|Y|347|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2SE|8|207|38|27|SIEMENS SERVICE PLAN|30|BOSCH GROUP|SIEMENS|Y|365|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2SY|46|203|20|32|SERVIS REPAIR PROTECTION PLAN|INPR|SERVIS|SERVIS|Y|383|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2KL|50|214|48|41|SONY ANNUAL SERVICE PLAN|ELCR|SONY|SONY|Y|222|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2LH|48|300|21|16|SKY REPAIR PLAN|ITB|SKY|SKY HD|Y|243|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2TS|33|1|2|27|AEG PROTECTION PLAN|23RD|ELECTROLUX GROUP|AEG|Y|400|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2UF|33|55|40|32|ELECTROLUX SERVICE PLAN|11|ELECTROLUX GROUP|ELECTROLUX|Y|412|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3DT|33|254|47|33|ZANUSSI SERVICE PLAN|30|ELECTROLUX GROUP|ZANUSSI|Y|618|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3EG|33|55|22|23|ELECTROLUX REPAIR PLAN|KITC|ELECTROLUX GROUP|ELECTROLUX|Y|630|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2VT|8|148|22|34|NEFF KITCHEN PLAN|KITC|BOSCH GROUP|NEFF|Y|448|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2PR|6|180|48|27|POTTERTON REPAIR PROTECTION PLAN|ELCR|BAXI GROUP|POTTERTON|Y|321|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2QK|33|1|21|26|AEG SERVICE PLAN|ITB|ELECTROLUX GROUP|AEG|Y|333|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2XP|33|254|22|23|ZANUSSI SERVICE PLAN|KITC|ELECTROLUX GROUP|ZANUSSI|Y|484|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2RQ|33|146|36|27|MOFFAT SERVICE PLAN|30|ELECTROLUX GROUP|MOFFAT|Y|357|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2SJ|8|207|2|27|SIEMENS SERVICE PLAN|23RD|BOSCH GROUP|SIEMENS|Y|369|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2SW|34|325|2|27|AMICA REPAIR PROTECTION PLAN|23RD|MANUFACTURER (OTHER)|AMICA|Y|381|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3KA|53|126|11|7|KITCHENCARE|QUOT|TELEPHONES SALES|KITCHENCARE|Y|732|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3KR|48|300|24|16|SKY PROTECT|QUOT|SKY|SKY HD|Y|744|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
DEU|D|AZ2|33|78|24|12|AMAZON PROTECTION|QUOT|AMAZON|AMAZON|Y|225006|2019-04-17 19:10:44.959859|2019-04-17 19:10:44.959859
GBR|A|2UE|33|55|40|32|ELECTROLUX SERVICE PLAN|30|ELECTROLUX GROUP|ELECTROLUX|Y|411|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3AV|84|393|3|45|ARGOS REPAIR PLAN|30|HOME RETAIL GROUP|ARGOS|Y|556|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3BJ|6|19|29|15|BAXI GROUP REPAIR PROTECTION PLAN|FTB|BAXI GROUP|BAXI|Y|568|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2VS|8|148|54|34|NEFF KITCHEN PLAN|ITB|BOSCH GROUP|NEFF|Y|447|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3MY|48|300|50|16|SKY PROTECT|18TH|SKY|SKY HD|Y|798|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2WM|33|237|9|27|TRICITY BENDIX SERVICE PLAN|ALAR|ELECTROLUX GROUP|TRICITY BENDIX / ONYX|Y|465|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3NS|48|300|48|16|SKY REPAIR PLAN|ELCR|SKY|SKY HD|Y|816|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2XN|33|254|22|23|ZANUSSI SERVICE PLAN|KITC|ELECTROLUX GROUP|ZANUSSI|Y|483|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3QA|33|1|25|27|AEG PROTECTION PLAN|OUTB|ELECTROLUX GROUP|AEG|Y|834|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2YH|26|101|19|23|HOOVER KITCHEN PLAN|KITC|HOOVER CANDY GROUP|HOOVER|Y|501|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3QU|48|300|1|16|SKY PROTECT|11|SKY|SKY HD|Y|852|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2ZC|26|34|40|34|CANDY EXTENDED SERVICE PLAN|30|HOOVER CANDY GROUP|CANDY|Y|519|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2TT|33|1|31|27|AEG SERVICE PLAN|SAM|ELECTROLUX GROUP|AEG|Y|401|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2UN|33|55|54|23|ELECTROLUX SERVICE PLAN|KITC|ELECTROLUX GROUP|ELECTROLUX|Y|419|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3RB|53|91|11|7|HEATGUARD|QUOT|TELEPHONES SALES|HEATING WEB SALES|Y|859|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3RO|28|35|15|27|CANNON REPAIR PLAN|FOAM|INDESIT COMPANY|CANNON|Y|871|2018-02-28 16:09:19.000000|2020-04-29 19:06:07.885364
GBR|A|3SL|48|300|3|16|SKY REPAIR PLAN|30|SKY|SKY HD|Y|888|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3SY|10|218|26|46|STELLISON PRODUCT REPLACEMENT PLAN|POS|CIH/D&G/OTHER INDES|STELLISONS|Y|900|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3TM|53|91|11|7|HEATGUARD|QUOT|TELEPHONES SALES|HEATING WEB SALES|Y|912|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3BP|6|19|29|15|BAXI GROUP REPAIR PROTECTION PLAN|FTB|BAXI GROUP|BAXI|Y|573|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3CC|25|327|36|33|BRISTAN REPAIR PROTECTION PLAN|30|HEATING (OTHER)|BRISTAN SHOWERS|Y|585|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3CP|25|328|23|27|BIASI REPAIR PROTECTION PLAN|MOG|HEATING (OTHER)|BIASI UK|Y|596|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|W3C|6|277|76|28|MAINTENANCE PLAN|SSIW|BAXI GROUP|MAIN|Y|225015|2019-04-17 19:10:44.959859|2022-09-09 19:04:11.313558
GBR|A|2TU|33|1|35|27|AEG SERVICE PLAN|TAM|ELECTROLUX GROUP|AEG|Y|402|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2UH|33|55|39|21|ELECTROLUX SERVICE PLAN|11|ELECTROLUX GROUP|ELECTROLUX|Y|414|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2UV|33|55|15|18|ELECTROLUX SERVICE PLAN|FOAM|ELECTROLUX GROUP|ELECTROLUX|Y|426|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3EJ|26|34|19|23|CANDY SERVICE PLAN|KITC|HOOVER CANDY GROUP|CANDY|Y|632|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3EW|53|90|11|7|HEATGUARD|QUOT|TELEPHONES SALES|HEATING TELEPHONE SALES|Y|644|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2WP|33|24|1|27|BENDIX SERVICE PLAN|11|ELECTROLUX GROUP|BENDIX|Y|467|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2XH|33|254|39|21|ZANUSSI SERVICE PLAN|11|ELECTROLUX GROUP|ZANUSSI|Y|479|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3GX|26|34|1|32|CANDY SERVICE PLAN|11|HOOVER CANDY GROUP|CANDY|Y|680|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3HK|23|23|9|27|BELLING SERVICE PLAN|ALAR|GLEN DIMPLEX GROUP|BELLING|Y|692|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3HW|23|153|3|20|NEW WORLD SERVICE PLAN|30|GLEN DIMPLEX GROUP|NEW WORLD|Y|704|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3JJ|23|153|40|32|NEW WORLD SERVICE PLAN|30|GLEN DIMPLEX GROUP|NEW WORLD|Y|716|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3JW|48|209|31|16|SKY PROTECT|SAM|SKY|SKY|Y|728|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3KM|6|19|3|23|BAXI REPAIR PROTECTION PLAN|30|BAXI GROUP|BAXI|Y|740|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3KZ|33|57|28|15|ELECTROLUX GROUP REPAIR PROTECTION PLAN|FTB|ELECTROLUX GROUP|ELECTROLUX MULTI-BRAND|Y|752|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3RD|53|126|22|7|KITCHENCARE|KITC|TELEPHONES SALES|KITCHENCARE|Y|861|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3LZ|48|300|24|16|SKY PROTECT|QUOT|SKY|SKY HD|Y|776|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3MT|6|19|1|32|BAXI REPAIR PROTECTION PLAN|11|BAXI GROUP|BAXI|Y|794|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3RY|10|42|31|45|REPAIR PROTECTION PLAN|SAM|CIH/D&G/OTHER INDES|CIH / D&G INDEPENDENTS|Y|877|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2WQ|33|24|31|20|BENDIX EXTENDED PLAN|SAM|ELECTROLUX GROUP|BENDIX|Y|468|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|2XJ|33|254|36|33|ZANUSSI SERVICE PLAN|30|ELECTROLUX GROUP|ZANUSSI|Y|480|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3UK|53|90|11|7|HEATGUARD|QUOT|TELEPHONES SALES|HEATING TELEPHONE SALES|Y|933|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3XK|10|417|35|51|APOLLO 2000 COVERWISE PROTECTION PLAN|TAM|CIH/D&G/OTHER INDES|APOLLO 2000|Y|1002|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
FRA|D|DP |1|1|38|1|MAILERS AFTER EXPIRY OF POS WARRANTIES|11|FRANCE|FRANCE|Y|223982|2019-03-28 19:11:02.692298|2019-03-28 19:11:02.692298
GBR|A|3PE|10|42|1|45|REPAIR PLAN|11|CIH/D&G/OTHER INDES|CIH / D&G INDEPENDENTS|Y|824|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3YH|28|103|45|22|HOTPOINT REPAIR PLAN|SAM|INDESIT COMPANY|HOTPOINT|Y|1020|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3TG|53|91|11|7|HEATGUARD|QUOT|TELEPHONES SALES|HEATING WEB SALES|Y|907|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3VW|23|220|35|27|STOVES SERVICE PLAN|TAM|GLEN DIMPLEX GROUP|STOVES|Y|969|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3DG|25|328|3|27|BIASI REPAIR PROTECTION|30|HEATING (OTHER)|BIASI UK|Y|610|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3UH|53|126|54|7|KITCHENCARE|QUOT|TELEPHONES SALES|KITCHENCARE|Y|931|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3XA|51|167|48|45|ANNUAL SERVICE PLAN|ELCR|STORES (OTHER)|OTHER STORES|Y|993|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3XN|28|35|45|22|CANNON REPAIR PLAN|11|INDESIT COMPANY|CANNON|Y|1005|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
GBR|A|3YE|23|220|40|32|STOVES SERVICE PLAN|11|GLEN DIMPLEX GROUP|STOVES|Y|1017|2018-02-28 16:09:19.000000|2019-03-28 19:11:02.692298
